Name,Street,Municipality,Categories,Time Zone,Phone,Phones,Owner,Email,Social Medias,Review Count,Average Rating,Google Maps URL,Latitude,Longitude,Website,Domain,Image,Place Id,Sport
Tennis Stage Et Leçons | Tennis & Padel,330 Av. Jules Grec,06600 Antibes,"Tennis club, Padel club",Europe/Paris,+33 4 93 65 80 95,"04 93 65 80 95, +33 4 93 65 80 95",Tennis Stage Et Leçons | Tennis & Padel (Owner),"email@exemple.com,tcantibes@orange.fr","facebook: https://www.facebook.com/tennisclubantibes
instagram: https://instagram.com/tennis_club_antibes
linkedin: https://www.linkedin.com/company/tennisclubantibes",192,4.6,https://www.google.com/maps?cid=5806569612194802554,43.5906006,7.1178119,https://www.tennisclubantibes.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2064353063633673487,tennisclubantibes.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcW3XkdmtSLJwyWDdONlf_FPLB0ewRy7AViq-ngxu1xK6u6OLzKu4lkY8aAOnece3Kd-ErALHG2O4pOrNfszLyHXiymVvBQlHNqGHwyhLy9EI6a4z0rRBpxa_sHZVOplN35ey21Q,ChIJp3k5qhXVzRIReutyOkwUlVA,padel
Tennis & Padel Ramatuelle,54 Chem. du Tennis,83350 Ramatuelle,"Sports club, Tennis instructor",Europe/Paris,+33 4 94 79 29 38,"04 94 79 29 38, +33 4 94 79 29 38",Tennis & Padel Ramatuelle (Owner),,,10,4.8,https://www.google.com/maps?cid=17343117480857528094,43.2152366,6.6167469,https://tenup.fft.fr/club/62830183,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyolkHsQWxsdJ3JghMBn6OjI-7sunuNWsjP4RfEMxBWoS0X9OV8Yim0tVDlMavBa0EuSUWdQRDVYgafgYdVwfYDLH4q4hKgtyMZ7b42syghTrugrg8X4k1KMlETEOVSzuFvoPsG,ChIJIer22tfFzhIRHmdhCHYhr_A,padel
TENNIS CLUB LA FOURRAGERE ASPTT,13012 Marseille,France,Tennis club,Europe/Paris,+33 4 91 93 85 85,"04 91 93 85 85, +33 4 91 93 85 85",TENNIS CLUB LA FOURRAGERE ASPTT (Owner),,,211,4.4,https://www.google.com/maps?cid=12969566104254587926,43.2994158,5.4275829,https://tenup.fft.fr/club/62130007?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzULyVYYmh6O_418lKhmHvKpK7MzP_0fQzVnaQhtz-ChlJuOYtcFRavdYTw2wO45u19wYyc4_JfHCymxOtHljr-mHTjZx7pprQ4mlHPYPhAXTr_HiAcQLdsjRXU5tDBmLsRJFKZ,ChIJx1cLURi_yRIRFqQK96cn_bM,padel
TC ROQUETTAN,1691 Av. de la République,06550 La Roquette-sur-Siagne,"Tennis club, Sports club",Europe/Paris,+33 4 92 19 10 50,"04 92 19 10 50, +33 4 92 19 10 50",TC ROQUETTAN (Owner),tennispadelroquettan@gmail.com,"facebook: https://www.facebook.com/PATFOUQS
instagram: https://www.instagram.com/tennisclub.roquettan,https://instagram.com/tennisclub.roquettan",58,4.4,https://www.google.com/maps?cid=13384803654675671797,43.584839,6.941669,http://tennispadelroquettan.com/,tennispadelroquettan.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynDX_D3LpyflEKhXUkmOTa7lfe6WUzIiE4mr7VfxFVIvRiiLqVk9v9CePWYqL9uWUldwt3l2TP0iWx4vYgsJvUOlt3_SOEwymYgQDH3wOn3O4XWBIqQEyKUlxb0Svsk2ktWncm,ChIJVbL-JvYpzBIR9SpLGQJgwLk,padel
TENNIS CLUB LE MUY,Bd Charles de Gaulle,83490 Le Muy,"Tennis club, Sports club",Europe/Paris,+33 7 62 45 08 08,"07 62 45 08 08, +33 7 62 45 08 08",TENNIS CLUB LE MUY (Owner),,,40,4.6,https://www.google.com/maps?cid=15969053062954869693,43.4699156,6.5549274,https://tenup.fft.fr/club/62830140?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3FY4BGbcLQsh_1_tiUuy-kA5vcCNSYOygUAzjMvIEYIgNeA4M5QSZYzMLK0oa16oxlJYqgFpORbceMzdyQzQjB3Daoyqkc_wCmhrwX3qIhX9dt-D2VoAV2h2g0x0oeu0w4w_a,ChIJXxwiymGvzhIRvePJMCd5nd0,padel
Tennis Park de Marseille | Tennis & Padel,92 Chem. des Accates,13011 Marseille,Tennis club,Europe/Paris,+33 6 21 36 88 04,"06 21 36 88 04, +33 6 21 36 88 04",Tennis Park de Marseille | Tennis & Padel (Owner),contact@tennispark-marseille.com,"facebook: https://www.facebook.com/TennisParkMarseille
instagram: https://www.instagram.com/tennispark.marseille",250,4.4,https://www.google.com/maps?cid=15115025146091410397,43.3020412,5.4926866,http://www.tennispark-marseille.com/,tennispark-marseille.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxS_IKO6Iejw08D4PHEXgxah93pvTqPSZEFr_LW1tw2_98syQWHo9tKzE5BLyvCNWE5MvlQBBgv-tff7LX9QNKdyyoc6aon97qlilZ8PC7eI5xd_26gaEAfDZ5pUuRXBdq4rhAB,ChIJFec6JTq8yRIR3RPgm0lbw9E,padel
Igor padel coach,,,"Padel club, Service establishment, Personal trainer",Europe/Paris,+33 6 74 76 50 21,"06 74 76 50 21, +33 6 74 76 50 21",Igor padel coach (Owner),,,26,5,https://www.google.com/maps?cid=11716350054760451956,43.2115177,6.6449718,https://www.instagram.com/igorpadelcoach?igsh=MThwMDFoMGhrZ3hnOA%3D%3D&utm_source=qr,instagram.com,https://lh3.googleusercontent.com/p/AF1QipPwWiz8B7zLQ5dap_DS91JLrmdifMW7FDDGFHy5,ChIJHQjTRPEDHm8RdA8ghkzWmKI,padel
WORK AND PADEL,255 Av. Galilée,13290 Aix-en-Provence,"Padel court, Corporate office",Europe/Paris,+33 7 83 46 56 07,"07 83 46 56 07, +33 7 83 46 56 07",WORK AND PADEL (Owner),contact@workandpadel.fr,"instagram: https://www.instagram.com/workandpadel
linkedin: https://www.linkedin.com/company/workandpadel
youtube: https://www.youtube.com/@workandpadel2440",,,https://www.google.com/maps?cid=16925581553578947390,43.48861,5.3414211,https://workandpadel.fr/,workandpadel.fr,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nfiD0og-t3wxcA5EKQ9l6w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=110.492546&pitch=0&thumbfov=100,ChIJk5lNorztyRIRPjP6Vb--4-o,padel
Tennis Club de Mouans-Sartoux | Tennis & Padel,578 Chem. de la Chapelle,06370 Mouans-Sartoux,"Tennis club, Padel club",Europe/Paris,+33 4 93 75 76 55,"04 93 75 76 55, +33 4 93 75 76 55",Tennis Club de Mouans-Sartoux | Tennis & Padel (Owner),,facebook: https://www.facebook.com/TCMOUANS,127,4.5,https://www.google.com/maps?cid=10835469148613296764,43.6262596,6.9548607,https://www.tcmouans.com/,tcmouans.com,https://lh3.googleusercontent.com/p/AF1QipOvSnO82TBzUckmn4pHZqJmDmzo4PjErY7uSU8B,ChIJuTgCyvkozBIRfMLMKchRX5Y,padel
TENNIS PADEL CLUB PEYNIER,34 Résidence Lotissement les Audrics,13530 Trets,Tennis club,Europe/Paris,+33 4 42 53 13 34,"04 42 53 13 34, +33 4 42 53 13 34",TENNIS PADEL CLUB PEYNIER (Owner),,,,,https://www.google.com/maps?cid=14930625255757216610,43.447826,5.641302,https://tenup.fft.fr/club/62130347?utm_source=gmb,tenup.fft.fr,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7F0OxIit_uRV87aJQ5QdgQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=7.1480966&pitch=0&thumbfov=100,ChIJC5ZGh0GbyRIRYnvic5A8NM8,padel
Tennis Club Dolceacqua,Via Roma,18035 Dolceacqua IM,"Tennis club, Padel club",Europe/Rome,+39 0184 195 7443,"0184 195 7443, +39 0184 195 7443",Tennis Club Dolceacqua (Owner),,"facebook: https://www.facebook.com/TCDolceacqua
instagram: https://instagram.com/tennisclubdolceacqua,https://www.instagram.com/tennisclubdolceacqua",128,4.7,https://www.google.com/maps?cid=7486951104772747220,43.8444786,7.6250925,https://linktr.ee/tennisclubdolceacqua,linktr.ee,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtPifEJFo2Sa__mtO_j8sJQezHv-bmBeQAE1OxkI7mp7yyi8-8D8VhzHK1IQ0iIjLPwmKeSnlney-Ce2iRBdzm28cU0vatXiy0aSpPAbdIwNIMHX6PwmV8wfxJd2trQVIGtxuS1A,ChIJ8V1CXVCNzRIR1K-yulz-5mc,padel
US CAGNES TENNIS | PADEL,Parc des Sports,Avenue Pierre Sauvaigo,"Tennis club, Sports club",Europe/Paris,+33 4 93 73 02 52,"04 93 73 02 52, +33 4 93 73 02 52",US CAGNES TENNIS | PADEL (Owner),,,71,4.4,https://www.google.com/maps?cid=12834101042844239354,43.6725262,7.1507109,https://tenup.fft.fr/club/62060107?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlzYNrlIF4jqt9d1SFsUD1Rs2OF8N3dku_1KzuhSdjKiazd7hsfGd0WZu0Ut8h593TpCwYu8cl8vpmij_5e13e4_8s0VTqaBDZ6Tpgq2cfqwrOu0YFZKYr5qbYaj3zhrM_jRu4,ChIJW2khy6fTzRIR-oUzhubiG7I,padel
ASSOCIATION TCP PADEL,MIOU,"TENNIS CLUB DE LA PRESQU'ILE, QUARTIER PORT","Tennis club, Sports club",Europe/Paris,+33 6 20 63 21 40,"06 20 63 21 40, +33 6 20 63 21 40",ASSOCIATION TCP PADEL (Owner),,,,,https://www.google.com/maps?cid=574460424501018935,43.21143,5.516852,https://tenup.fft.fr/club/62130609?utm_source=gmb,tenup.fft.fr,,ChIJb-5kWGO7yRIRN0HnY7bk-Ac,padel
Association Tennis Vauban,Rue Maréchal Vauban,06300 Nice,Tennis club,Europe/Paris,+33 4 93 55 43 34,"04 93 55 43 34, +33 4 93 55 43 34",Association Tennis Vauban (Owner),,,9,4.8,https://www.google.com/maps?cid=12947900481297139216,43.7113043,7.2886347,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TlSI9hxrSn265VKEtQaQqQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=200.66689&pitch=0&thumbfov=100,ChIJz2tZtcrazRIREEbTBuMusLM,padel
Bandeja Shop - Boutique de Padel,181 Chem. du Puissanton,06220 Vallauris,"Tennis store, Padel club, Store",Europe/Paris,,,Bandeja Shop - Boutique de Padel (Owner),,,18,4.6,https://www.google.com/maps?cid=9769382231040548606,43.5912703,7.058295,https://www.bandeja-shop.com/fr/,bandeja-shop.com,https://lh3.googleusercontent.com/p/AF1QipOuKrTSMUrys8ug_jTqbag_Zjh1suB3fFyIUzOO,ChIJW9gFDoErzBIR_l4v9GDRk4c,padel
Tennis Jacqueline Weisweller,370 Av. Weisweiller,06600 Antibes,"Tennis club, Padel court",Europe/Paris,+33 4 93 33 49 87,"04 93 33 49 87, +33 4 93 33 49 87",Tennis Jacqueline Weisweller (Owner),,,38,4.8,https://www.google.com/maps?cid=2174046403891967965,43.5964973,7.0835145,http://www.tcantibes-weisweiller.fr/,tcantibes-weisweiller.fr,https://lh3.googleusercontent.com/p/AF1QipOg_Ib-ylSyrNV0Kv6n10MbaRP1zVoYMsTRxa1o,ChIJPaQa_84qzBIR3Tcyja_DKx4,padel
Tennis Club Saint-Tropez TC UST,Centre Philippot,79 Rte des Plages,Tennis club,Europe/Paris,+33 4 94 97 15 52,"04 94 97 15 52, +33 4 94 97 15 52",Tennis Club Saint-Tropez TC UST (Owner),,,73,4.5,https://www.google.com/maps?cid=15143090732803960281,43.2589058,6.63302,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRu6RdmwLGU4M5LUuQ6nYmKQfXRGUBoa29imQfOnoRXkiYM4rR2wjN6zR49xyPgr6az1v2vGu1w-0cUYxEhdyhISqnUaUv329EK_LNidZu-r-ciO7BPsmCYQrzCjekwLnEeuk1TQ,ChIJb3jsQRvHzhIR2S1KOsoQJ9I,padel
Tennis Club Nice Giordan,Complexe sportif Les,Rte des Combes,Tennis club,Europe/Paris,+33 4 93 08 26 75,"04 93 08 26 75, +33 4 93 08 26 75",Tennis Club Nice Giordan (Owner),,,21,4.8,https://www.google.com/maps?cid=5569425194823004411,43.7467384,7.1900444,https://tenup.fft.fr/club/62060022?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9M_y8ghKkPYPj-36lCEmIA56G32gEXhP5d25QJsmrrf99IuixVvHnB9AmMNFudkoQo1wSd_NvplkAL8RAnZJai23EgXhdlY6Qj2d7Qx1ZG6txeN_3020IglWWuVAl8S2YZdw,ChIJs7bJ-e7PzRIR-zCJ5LSSSk0,padel
Tennis Club de Solliès-Pont,Av. Didier Daurat,83210 Solliès-Pont,"Tennis club, Padel club, Sports club",Europe/Paris,+33 4 94 28 71 76,"04 94 28 71 76, +33 4 94 28 71 76",Tennis Club de Solliès-Pont (Owner),,,26,4.5,https://www.google.com/maps?cid=14589279366104527148,43.1939411,6.0402024,https://tenup.fft.fr/club/62830230?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_JuSzvR_TxjQxPH3yIgI_cNz7tZd9_32nM3fDBM9ejWR_tHv3ecUYtf2cJ_yM0CT2nwYnWDC4hvKcSAxoRH6cJ9S6W029k0GdhsreCjBlzXSI4-El0Bxq5IkNhNIpBEtENDwv,ChIJXZliieYXyRIRLLGYQUmId8o,padel
Assoc Sportive Tennis Lucois,"Avenue Pierre Mendès France, Quartier",Les Basses Retraches,"Sports club, Padel club, Tennis club",Europe/Paris,+33 4 94 73 43 86,"04 94 73 43 86, +33 4 94 73 43 86",Assoc Sportive Tennis Lucois (Owner),,"facebook: https://www.facebook.com/astennispadellucois
instagram: https://www.instagram.com/astennispadel
youtube: https://www.youtube.com/channel/UC7H8tC9m7MB6vtycuKeTUkw",48,4.6,https://www.google.com/maps?cid=577263051909950105,43.3864127,6.3069044,http://www.astennislucois.fr/,astennislucois.fr,https://lh3.googleusercontent.com/p/AF1QipMJWSBNR5uUuhtas1CSIncR3_YpitHwVdGLh6NQ,ChIJtW4sCK9OyRIRmeoM76_ZAgg,padel
Tc Roquebrune Le Village / Tennis & Paddle,chemin de l'iscle,Imp. des Anges,"Tennis club, Sports school",Europe/Paris,+33 4 94 45 47 41,"04 94 45 47 41, +33 4 94 45 47 41",Tc Roquebrune Le Village / Tennis & Paddle (Owner),marketing@macaan-communication.com,,8,4.3,https://www.google.com/maps?cid=16528220953762384007,43.4425582,6.6477155,http://www.tennis-roquebrune.fr/,tennis-roquebrune.fr,https://lh3.googleusercontent.com/p/AF1QipOqwuTnT1_ym_-rWaZ53lMQHRI9ePEzTkeDmV9Z,ChIJpeHLaEu7zhIRh8gsHmMJYOU,padel
Tennis Club St Cyrien,238 Chem. de Sorba,83270 Saint-Cyr-sur-Mer,"Tennis club, Tennis instructor",Europe/Paris,+33 4 94 26 13 54,"04 94 26 13 54, +33 4 94 26 13 54",Tennis Club St Cyrien (Owner),,,25,4.5,https://www.google.com/maps?cid=3378065038893265796,43.1847947,5.6845773,https://tennispadelsaintcyr.com/#galerie,tennispadelsaintcyr.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlSz3sFyhpKUGfFXXkKzSX8o9tNuDJV_D95APP__9Ll3A5QTdvwx0Q6wlnIuTArBdvg8EAWqQZDJd_4S0GN2ihP70Da9MFn0vvklqacA2_isS2QAdltXFMkjZtA0eN75AodJ4,ChIJOWq34YOoyRIRhDNmT0FM4S4,padel
TC DES ADRETS,83600 D237,83600 Les Adrets-de-l'Estérel,"Tennis club, Sports club",Europe/Paris,+33 4 94 40 92 62,"04 94 40 92 62, +33 4 94 40 92 62",TC DES ADRETS (Owner),,,10,4.9,https://www.google.com/maps?cid=7230637789634059318,43.5291425,6.8271423,https://tenup.fft.fr/club/62830347?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIhkHHs_elODdvjTAtXUM6NorLKHtI4hfEBrsLmJph_VPYAEnm0avJGD3HjpjRLO_xNmw-FkGUWLKwMOa87WjR8h2rCYhviB75leb2guU7_zU8RJQSwy9OA6wfhuCYmziOls_h,ChIJo2PXaHOfzhIRNlynlsJiWGQ,padel
ALL IN TENNIS ACADEMY,2195 Rte de Grasse,06270 Villeneuve-Loubet,Tennis club,Europe/Paris,+33 4 97 02 34 04,"04 97 02 34 04, +33 4 97 02 34 04",ALL IN TENNIS ACADEMY (Owner),contact@allin.academy,"facebook: https://www.facebook.com/allinacademy
instagram: https://www.instagram.com/allin_tennis_academy
linkedin: https://www.linkedin.com/company/all-in-tennis-academy
twitter: https://x.com/Allin_Group_
youtube: https://www.youtube.com/channel/UC01WEvJQGt7Hxq-RtWX9Idg",64,4.6,https://www.google.com/maps?cid=18057467482770778805,43.6588534,7.0941344,https://www.allin-cotedazur.com/,allin-cotedazur.com,https://lh3.googleusercontent.com/p/AF1QipNpaMcYtLa_B7pDScy-6gOlkj0cLHc-00NmyTRb,ChIJU96rIZli5kcRtSq4xQADmfo,padel
The Monkey Padel,2331 Vieux Chemin de Lambesc,13330 Pélissanne,Padel club,Europe/Paris,+33 6 95 61 67 71,"06 95 61 67 71, +33 6 95 61 67 71",The Monkey Padel (Owner),,instagram: https://www.instagram.com/the_monkey_padel,88,4.9,https://www.google.com/maps?cid=17516845480547362359,43.6438293,5.1638598,http://www.themonkeypadel.com/,themonkeypadel.com,https://lh3.googleusercontent.com/p/AF1QipM07i5D6LQSXVnYJ4DYhFLUeIG7ixQXBAi5fSrV,ChIJGZLWmy35yRIRN6ZuBShWGPM,padel
Padel Performance Center - Parc Praden,Chem. Bas de Marguerittes,30320 Marguerittes,Padel club,Europe/Paris,+33 6 87 46 07 04,"06 87 46 07 04, +33 6 87 46 07 04",Padel Performance Center - Parc Praden (Owner),,"facebook: https://www.facebook.com/ppc.parcpraden
instagram: https://www.instagram.com/makeitnow.live,https://www.instagram.com/ppc_parcpraden
tiktok: https://www.tiktok.com/@ppc.parcpraden",32,4.9,https://www.google.com/maps?cid=9981638343728735678,43.857953,4.4325055,https://padelperformancecenter.com/parcpraden,padelperformancecenter.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJ5LmuiXT71qryqkbGsrakWaJyrTCS8zR7rI5xRioKVAL6Jgf_84Vo1T4FjajIFkTq-duz3C8I8mjhRSGieHfUzPH1sUPOLHoEcBAyH4MZBLdhKGmqR8PauudzXMHol5ryqEJQLdQ9tIJE,ChIJx0jWebzNtRIRvqVeSjDnhYo,padel
Winwin Padel Club Des Haut De Nimes,620 Chem. des Hauts de Nîmes,30900 Nîmes,"Padel club, Gym",Europe/Paris,+33 6 71 23 54 46,"06 71 23 54 46, +33 6 71 23 54 46",Winwin Padel Club Des Haut De Nimes (Owner),hautsdenimes@winwin-padel.com,"facebook: https://www.facebook.com/winwinpadel
twitter: https://x.com/winwinpadel
youtube: https://www.youtube.com/channel/UCzPAcA_D5hdME2brB4Docdw",71,4.7,https://www.google.com/maps?cid=17513788885923186852,43.8614564,4.2922449,https://winwin-padel.com/club/nimes-club-des-hauts-de-nimes-padel-30900,winwin-padel.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxU4jbMsrI3sGJxj_x3b7OUQqDlW4uWR_f6a86G1vS_8Vw4KttgwCX16hA80WcVqoKzslmUvS-wzz_ubFK_79TKUsLPNOI0pSodNLPO6RfiuaKumnLvf-4-d-hUC_uwiuweZC_rMg,ChIJXfiGu7IvtBIRpMiiIDN6DfM,padel
Enjoy Padel,200 Rue des Oliviers,13680 Lançon-Provence,Padel club,Europe/Paris,+33 4 90 56 40 36,"04 90 56 40 36, +33 4 90 56 40 36",Enjoy Padel (Owner),contact.enjoypadel@gmail.com,instagram: https://www.instagram.com/enjoypadel_,30,5,https://www.google.com/maps?cid=3663508916648247627,43.5811202,5.2104361,https://www.enjoypadel.fr/,enjoypadel.fr,https://lh3.googleusercontent.com/p/AF1QipPujwAcOKUXMd7aAGHftl2gCpRoKsCwCNve-zEu,ChIJFzxIS137yRIRS4FLGPNl1zI,padel
PADEL TWINS COUDOUX,1050 Rte de Velaux,13111 Coudoux,Padel club,Europe/Paris,+33 6 84 18 60 20,"06 84 18 60 20, +33 6 84 18 60 20",PADEL TWINS COUDOUX (Owner),,"facebook: https://www.facebook.com/padel.twins.coudoux
instagram: https://www.instagram.com/padel_twins_coudoux
tiktok: https://www.tiktok.com/@padel.twins.coudoux",15,4.9,https://www.google.com/maps?cid=11327399878485259846,43.5493733,5.2563953,https://padel-twins-coudoux.fr/,padel-twins-coudoux.fr,https://lh3.googleusercontent.com/p/AF1QipMd2m0NSIWC5tabRmVEUXeyTCwXAiUZOkEMdmXD,ChIJTQjyARvxyRIRRrbqoSwCM50,padel
Break Padel Club,Zone,440 Chem. des Canaux,Padel club,Europe/Paris,+33 6 50 41 50 92,"06 50 41 50 92, +33 6 50 41 50 92",Break Padel Club (Owner),,,47,4.7,https://www.google.com/maps?cid=2963775977022143220,43.816246,4.4243462,https://breakpadelclub.gestion-sports.com/,gestion-sports.com,https://lh3.googleusercontent.com/p/AF1QipP7XkkZiQootSNu4V3V7EluDMD_frjwHUQyCc7x,ChIJtez6NYfTtRIR9Lo9YIxyISk,padel
P4 PADEL INDOOR,ZI les Sardenas,133 Allée de la carreto LOT A,Padel club,Europe/Paris,+33 4 90 55 83 50,"04 90 55 83 50, +33 4 90 55 83 50",P4 PADEL INDOOR (Owner),,,21,4.8,https://www.google.com/maps?cid=12805811781056053618,43.5864461,5.1093806,https://p4-padel-indoor.gestion-sports.com/,gestion-sports.com,https://lh3.googleusercontent.com/p/AF1QipMMq_r2572BPGqkqpMmPzAMES5xFwRCO0yYVm2u,ChIJg3S87W_9yRIRcsFbfvdht7E,padel
Tennis Padel Club Tarascon,Chem. des Prės Verts,13150 Tarascon,"Tennis club, Sports club",Europe/Paris,+33 4 90 91 18 04,"04 90 91 18 04, +33 4 90 91 18 04",Tennis Padel Club Tarascon (Owner),,,49,4.5,https://www.google.com/maps?cid=17842472790469476098,43.809959,4.673903,https://tenup.fft.fr/club/62130037?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7_RIaRZEaGDmlWSsywsTcG5F_Ub-zsSzhzJ5lln2unRlL31YUTHuo6j6uMW6a_k-J_nC-aG1leN303110YRQ-rvupdhQEie3qROgWvphoXX574_DBhuvfWIkOiWlrP3to5Cbd8A,ChIJm_k6Y07dtRIRAn-BLngynfc,padel
UNIVERS PADEL,ZA Lavalduc,70 All. Marie Curie,Padel club,Europe/Paris,+33 4 42 86 50 56,"04 42 86 50 56, +33 4 42 86 50 56",UNIVERS PADEL (Owner),contact@universpadel.fr,instagram: https://www.instagram.com/univers_padel,13,5,https://www.google.com/maps?cid=2560592991922425006,43.4728919,4.945125,https://www.universpadel.net/,universpadel.net,https://lh3.googleusercontent.com/p/AF1QipPTBhRb5XkjM8sdSyq4VhDcudW5f3lJ826fuS3c,ChIJCR_crhMbthIRrgzkccINiSM,padel
ZE PADEL,ZA du Colombier,Rue des micocouliers,Padel club,Europe/Paris,+33 4 13 41 82 29,"04 13 41 82 29, +33 4 13 41 82 29",ZE PADEL (Owner),contact@zepadel.com,"facebook: https://www.facebook.com/p/ZE-PADEL-61556107944425
instagram: https://www.instagram.com/zepadel",38,4.4,https://www.google.com/maps?cid=7250465375905714220,43.8940129,4.7068697,https://zepadel.com/,zepadel.com,https://lh3.googleusercontent.com/p/AF1QipMhPBtCZS0wWrJzbl-h3ObSHfZiQfyFgYJ91Li0,ChIJqdxx8zvDtRIRLBAhQ9jTnmQ,padel
Tennis Padel Club Carreau de Lanes,1530 Chem. du Carreau de Lanes,30900 Nîmes,"Sports club, Outdoor swimming pool, Padel court, Workers' club",Europe/Paris,+33 6 59 12 94 90,"06 59 12 94 90, +33 6 59 12 94 90",Tennis Padel Club Carreau de Lanes (Owner),,,93,4.7,https://www.google.com/maps?cid=3543331961123424594,43.826416,4.3055219,https://carreaudelanes.gestion-sports.com/,gestion-sports.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1J_yaw9Gb85JONDm4Nty7V1UJ1LOEtH8jxJYr-o0ZEoLjdDha1Yd3ljsySUNj-X46Vej5nLlreP-Z1ImyNTXSGQc59hUtIq-MLN0OsE7Vbsf0-vpNdb8K15mbeiYxwVepSHBw,ChIJdRF0Sn0utBIRUskMMKVxLDE,padel
Tennis Padel Club de Mauguio,182 Rue Henri Barbusse,34130 Mauguio,"Tennis club, Padel club",Europe/Paris,+33 7 69 43 89 42,"07 69 43 89 42, +33 7 69 43 89 42",Tennis Padel Club de Mauguio (Owner),,,60,4.7,https://www.google.com/maps?cid=17069653073178537406,43.611816,4.0125789,https://tenup.fft.fr/club/60340023,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGk6nc0fV6pX-qy7Di_tsk1NhLMtStl8OpxoP916BchwC4cxAntRNBhDohCx-LCU2JDBdVAY11Z5ldwzvXJV7kQg-5OPpDOdJ2JACdLRuwyoLWwmQA_UmtzH4lvzFBnbVPzMp7Aw,ChIJwydikqOjthIRvi32-QeX4-w,padel
Jerem Lac - Coach Padel,Le Complexe,Rue de l'Estamaire,Padel club,Europe/Paris,+33 6 07 38 12 33,"06 07 38 12 33, +33 6 07 38 12 33",Jerem Lac - Coach Padel (Owner),,,59,5,https://www.google.com/maps?cid=17284142974747183032,43.629691,5.0962071,https://www.instagram.com/jeremlacpadel/,instagram.com,https://lh3.googleusercontent.com/p/AF1QipN2WlhV3bFDS-MmwBI0q4SWNlvoPU62WCH0WJqs,ChIJge-n62f_yRIRuIfe0HWc3e8,padel
Club 45 - Padel & Golf,Rte de la Crau,13160 Châteaurenard,Padel club,Europe/Paris,+33 6 22 05 29 73,"06 22 05 29 73, +33 6 22 05 29 73",Club 45 - Padel & Golf (Owner),club45padel@gmail.com,instagram: https://www.instagram.com/club45padel,26,4.6,https://www.google.com/maps?cid=2749170706838523569,43.8935913,4.8213485,http://club45padel.fr/,club45padel.fr,https://lh3.googleusercontent.com/p/AF1QipO4nCtRAVRKjEYydHzIxiLoo5RIIqfQflx0n6-U,ChIJfdn4LQDvtRIRsQ4FMDEEJyY,padel
Z5 Padel Istres,Rte de la Cabane Noire,13800 Istres,Padel court,Europe/Paris,+33 4 86 17 68 99,"04 86 17 68 99, +33 4 86 17 68 99",Z5 Padel Istres (Owner),contact@z5padel.com,"facebook: https://www.facebook.com/z5padelofficial
instagram: https://www.instagram.com/z5padel,https://www.instagram.com/p",21,4.6,https://www.google.com/maps?cid=5400262199628059328,43.4750366,4.9955387,http://www.z5padel.com/,z5padel.com,https://lh3.googleusercontent.com/p/AF1QipMR4XTAUuASX_jxQJAAY5GySU_gitu-ny5L6gI-,ChIJkYBn5y8dthIRwNLM1tuV8Uo,padel
HAUTS DE NIMES PADEL CLUB,620 Chem. des Hauts de Nîmes,30900 Nîmes,"Tennis club, Sports club",Europe/Paris,+33 6 71 23 54 46,"06 71 23 54 46, +33 6 71 23 54 46",HAUTS DE NIMES PADEL CLUB (Owner),,,6,4.3,https://www.google.com/maps?cid=13420560669061585037,43.861893,4.292629,https://tenup.fft.fr/club/60308000?utm_source=gmb,tenup.fft.fr,,ChIJn3-iVaAvtBIRjZj-xdJoP7o,padel
